"alias","index","complete_gene_name","gene_symbol"
"E2F6P2",22523,"E2F transcription factor 6 pseudogene 2","E2F6P2"
"SDC4P",22524,"syndecan 4 pseudogene","SDC4P"
"RL37P",22550,"ribosomal protein L37 pseudogene 3","RPL37P3"
"RPL37_13_1720",22550,"ribosomal protein L37 pseudogene 3","RPL37P3"
"RPL37P3",22550,"ribosomal protein L37 pseudogene 3","RPL37P3"
"RL37P2",22551,"ribosomal protein L37 pseudogene 4","RPL37P4"
"RPL37_10_1721",22551,"ribosomal protein L37 pseudogene 4","RPL37P4"
"RPL37P4",22551,"ribosomal protein L37 pseudogene 4","RPL37P4"
"CHKL-CPT1B",22589,"CHKB-CPT1B readthrough (NMD candidate)","CHKB-CPT1B"
"CPT1-M",22589,"CHKB-CPT1B readthrough (NMD candidate)","CHKB-CPT1B"
"CPT1B",22589,"CHKB-CPT1B readthrough (NMD candidate)","CHKB-CPT1B"
"CPTI-M",22589,"CHKB-CPT1B readthrough (NMD candidate)","CHKB-CPT1B"
"CHKB-CPT1B",22589,"CHKB-CPT1B readthrough (NMD candidate)","CHKB-CPT1B"
"RPL35A_7_760",22662,"ribosomal protein L35a pseudogene 3","RPL35AP3"
"bA55K22.4",22662,"ribosomal protein L35a pseudogene 3","RPL35AP3"
"RPL35AP3",22662,"ribosomal protein L35a pseudogene 3","RPL35AP3"
"RPL36A_9_691",22664,"ribosomal protein L36a pseudogene 5","RPL36AP5"
"bA256G5.1",22664,"ribosomal protein L36a pseudogene 5","RPL36AP5"
"RPL36AP5",22664,"ribosomal protein L36a pseudogene 5","RPL36AP5"
"psiTPTE22",22732,"TPTE pseudogene 1","TPTEP1"
"TPTEP1",22732,"TPTE pseudogene 1","TPTEP1"
"XRCC6P1",22747,"X-ray repair cross complementing 6 pseudogene 1","XRCC6P1"
"ZNF749",22874,"zinc finger protein 749","ZNF749"
"TIKI2",22889,"TraB domain containing 2B","TRABD2B"
"TRABD2B",22889,"TraB domain containing 2B","TRABD2B"
"CCDC188",22924,"coiled-coil domain containing 188","CCDC188"
"C22orf36",22927,"leucine rich repeat containing 75B","LRRC75B"
"FAM211B",22927,"leucine rich repeat containing 75B","LRRC75B"
"LRRC75B",22927,"leucine rich repeat containing 75B","LRRC75B"
"OGFRP1",22928,"opioid growth factor receptor pseudogene 1","OGFRP1"
"RPL5_15_1754",22929,"ribosomal protein L5 pseudogene 34","RPL5P34"
"RPL5P34",22929,"ribosomal protein L5 pseudogene 34","RPL5P34"
"NCRNA00207",22930,"long intergenic non-protein coding RNA 207","LINC00207"
"LINC00207",22930,"long intergenic non-protein coding RNA 207","LINC00207"
"ZNF705C",23040,"zinc finger protein 705C, pseudogene","ZNF705CP"
"ZNF705CP",23040,"zinc finger protein 705C, pseudogene","ZNF705CP"
"RANBP1P1",23083,"RANBP1 pseudogene 1","RANBP1P1"
"XRCC6P2",23096,"X-ray repair cross complementing 6 pseudogene 2","XRCC6P2"
"TOMM22P5",23110,"TOMM22 pseudogene 5","TOMM22P5"
"RPL31_15_1198",23223,"ribosomal protein L31 pseudogene 10","RPL31P10"
"RPL31P10",23223,"ribosomal protein L31 pseudogene 10","RPL31P10"
"ST13P9",23229,"ST13, Hsp70 interacting protein pseudogene 9","ST13P9"
"OR6U1P",23243,"olfactory receptor family 6 subfamily U member 2 pseudogene","OR6U2P"
"OR6U2P",23243,"olfactory receptor family 6 subfamily U member 2 pseudogene","OR6U2P"
"SBF1P2",23380,"SBF1 pseudogene 2","SBF1P2"
"PRAMEF12",23382,"PRAME family member 12","PRAMEF12"
"PRAMEF24",23383,"PRAME family member 8","PRAMEF8"
"PRAMEF8",23383,"PRAME family member 8","PRAMEF8"
"PRAMEF18",23384,"PRAME family member 18","PRAMEF18"
"PRAMEF17",23385,"PRAME family member 17","PRAMEF17"
"MED15P5",23478,"mediator complex subunit 15 pseudogene 5","MED15P5"
"RPL32_1_390",23505,"ribosomal protein L32 pseudogene 7","RPL32P7"
"RPL32P7",23505,"ribosomal protein L32 pseudogene 7","RPL32P7"
"RPL31_5_407",23510,"ribosomal protein L31 pseudogene 23","RPL31P23"
"RPL31P23",23510,"ribosomal protein L31 pseudogene 23","RPL31P23"
"RPL32_3_439",23515,"ribosomal protein L32 pseudogene 10","RPL32P10"
"RPL32P10",23515,"ribosomal protein L32 pseudogene 10","RPL32P10"
"KRT18P51",23540,"keratin 18 pseudogene 51","KRT18P51"
"RPL32_12_951",23610,"ribosomal protein L32 pseudogene 20","RPL32P20"
"RPL32P20",23610,"ribosomal protein L32 pseudogene 20","RPL32P20"
"RPL31_21_1004",23642,"ribosomal protein L31 pseudogene 43","RPL31P43"
"RPL31P43",23642,"ribosomal protein L31 pseudogene 43","RPL31P43"
"RPL32_24_1772",23659,"ribosomal protein L32 pseudogene 36","RPL32P36"
"RPL32P36",23659,"ribosomal protein L32 pseudogene 36","RPL32P36"
"FAM32B",23726,"family with sequence similarity 32, member B","FAM32BP"
"FAM32BP",23726,"family with sequence similarity 32, member B","FAM32BP"
"ST13P10",23777,"ST13, Hsp70 interacting protein pseudogene 10","ST13P10"
"KRT18P59",23779,"keratin 18 pseudogene 59","KRT18P59"
"LGALS17A",23885,"galectin 14 pseudogene","LGALS17A"
"PRAMEF4",23891,"PRAME family member 4","PRAMEF4"
"PRAMEF13",23892,"PRAME family member 13","PRAMEF13"
"LRRC74B",23921,"leucine rich repeat containing 74B","LRRC74B"
"BCR-2",23922,"BCR pseudogene 2","BCRP2"
"BCR2",23922,"BCR pseudogene 2","BCRP2"
"BCRL2",23922,"BCR pseudogene 2","BCRP2"
"BCRP2",23922,"BCR pseudogene 2","BCRP2"
"C22orf16",23923,"coiled-coil-helix-coiled-coil-helix domain containing 10","CHCHD10"
"FTDALS2",23923,"coiled-coil-helix-coiled-coil-helix domain containing 10","CHCHD10"
"IMMD",23923,"coiled-coil-helix-coiled-coil-helix domain containing 10","CHCHD10"
"MIX17A",23923,"coiled-coil-helix-coiled-coil-helix domain containing 10","CHCHD10"
"N27C7-4",23923,"coiled-coil-helix-coiled-coil-helix domain containing 10","CHCHD10"
"SMAJ",23923,"coiled-coil-helix-coiled-coil-helix domain containing 10","CHCHD10"
"CHCHD10",23923,"coiled-coil-helix-coiled-coil-helix domain containing 10","CHCHD10"
"linc-Ppara",23925,"MIRLET7B host gene","MIRLET7BHG"
"MIRLET7BHG",23925,"MIRLET7B host gene","MIRLET7BHG"
"LINC00898",23926,"long intergenic non-protein coding RNA 898","LINC00898"
"IL17REL",23927,"interleukin 17 receptor E like","IL17REL"
"MBNL1-AS1",23966,"MBNL1 antisense RNA 1","MBNL1-AS1"
"ST13P13",24084,"ST13, Hsp70 interacting protein pseudogene 13","ST13P13"
"HC/HCC",24142,"SRR1 domain containing","SRRD"
"SRR1L",24142,"SRR1 domain containing","SRRD"
"SRRD",24142,"SRR1 domain containing","SRRD"
"RPL32_9_862",24222,"ribosomal protein L32 pseudogene 17","RPL32P17"
"RPL32P17",24222,"ribosomal protein L32 pseudogene 17","RPL32P17"
"MIRN130B",24383,"microRNA 130b","MIR130B"
"mir-130b",24383,"microRNA 130b","MIR130B"
"MIR130B",24383,"microRNA 130b","MIR130B"
"MIRN185",24424,"microRNA 185","MIR185"
"miR-185",24424,"microRNA 185","MIR185"
"MIR185",24424,"microRNA 185","MIR185"
"MIR33",24500,"microRNA 33a","MIR33A"
"MIRN33",24500,"microRNA 33a","MIR33A"
"MIRN33A",24500,"microRNA 33a","MIR33A"
"hsa-mir-33",24500,"microRNA 33a","MIR33A"
"hsa-mir-33a",24500,"microRNA 33a","MIR33A"
"miR-33",24500,"microRNA 33a","MIR33A"
"miRNA33A",24500,"microRNA 33a","MIR33A"
"mir-33a",24500,"microRNA 33a","MIR33A"
"MIR33A",24500,"microRNA 33a","MIR33A"
"ACRPV",24532,"Acropectorovertebral dysplasia (F syndrome)","ACRPV"
"C22orf10",24576,"long intergenic non-protein coding RNA 229","LINC00229"
"NCRNA00229",24576,"long intergenic non-protein coding RNA 229","LINC00229"
"dJ474I12.C22.2",24576,"long intergenic non-protein coding RNA 229","LINC00229"
"LINC00229",24576,"long intergenic non-protein coding RNA 229","LINC00229"
"AFI1B",24595,"DENN domain containing 6B","DENND6B"
"FAM116B",24595,"DENN domain containing 6B","DENND6B"
"DENND6B",24595,"DENN domain containing 6B","DENND6B"
"pim-3",24600,"Pim-3 proto-oncogene, serine/threonine kinase","PIM3"
"PIM3",24600,"Pim-3 proto-oncogene, serine/threonine kinase","PIM3"
"THAP7-AS1",24619,"THAP7 antisense RNA 1","THAP7-AS1"
"ZNF705A",24658,"zinc finger protein 705A","ZNF705A"
"OR11H12",24677,"olfactory receptor family 11 subfamily H member 12","OR11H12"
"ORNP-NP1",24678,"olfactory receptor family 11 subfamily H member 13 pseudogene","OR11H13P"
"OR11H13P",24678,"olfactory receptor family 11 subfamily H member 13 pseudogene","OR11H13P"
"TTLL13",24702,"tubulin tyrosine ligase like 13, pseudogene","TTLL13P"
"TTLL13P",24702,"tubulin tyrosine ligase like 13, pseudogene","TTLL13P"
"PRAMEF11",24747,"PRAME family member 11","PRAMEF11"
"PRAMEF6",24748,"PRAME family member 6","PRAMEF6"
"RPL35_1_181",24778,"ribosomal protein L35 pseudogene 1","RPL35P1"
"RPL35P1",24778,"ribosomal protein L35 pseudogene 1","RPL35P1"
"CA15P2",24784,"CA15 pseudogene 2","CA15P2"
"P2RX6P",24785,"purinergic receptor P2X 6 pseudogene","P2RX6P"
"RIM-BP3.2",24786,"RIMS binding protein 3B","RIMBP3B"
"RIM-BP3.B",24786,"RIMS binding protein 3B","RIMBP3B"
"RIMBP3.2",24786,"RIMS binding protein 3B","RIMBP3B"
"RIMBP3B",24786,"RIMS binding protein 3B","RIMBP3B"
"HIWI3",24787,"piwi like RNA-mediated gene silencing 3","PIWIL3"
"PIWIL3",24787,"piwi like RNA-mediated gene silencing 3","PIWIL3"
"C22orf35",24788,"myocardial infarction associated transcript","MIAT"
"GOMAFU",24788,"myocardial infarction associated transcript","MIAT"
"LINC00066",24788,"myocardial infarction associated transcript","MIAT"
"NCRNA00066",24788,"myocardial infarction associated transcript","MIAT"
"RNCR2",24788,"myocardial infarction associated transcript","MIAT"
"lncRNA-MIAT",24788,"myocardial infarction associated transcript","MIAT"
"MIAT",24788,"myocardial infarction associated transcript","MIAT"
"C22orf17",24789,"shisa family member 8","SHISA8"
"Orf26",24789,"shisa family member 8","SHISA8"
"SHISA8",24789,"shisa family member 8","SHISA8"
"FAP123",24790,"outer dense fiber of sperm tails 3B","ODF3B"
"ODF3L3",24790,"outer dense fiber of sperm tails 3B","ODF3B"
"ODF3B",24790,"outer dense fiber of sperm tails 3B","ODF3B"
"FKSG73",24793,"ACTR3B pseudogene 2","ACTR3BP2"
"ACTR3BP2",24793,"ACTR3B pseudogene 2","ACTR3BP2"
"RPL35_4_812",24875,"ribosomal protein L35 pseudogene 5","RPL35P5"
"RPL35P5",24875,"ribosomal protein L35 pseudogene 5","RPL35P5"
"RPL36A_20_1453",24976,"ribosomal protein L36a pseudogene 45","RPL36AP45"
"RPL36AP45",24976,"ribosomal protein L36a pseudogene 45","RPL36AP45"
"PRAMEF30P",24997,"PRAME family member 30, pseudogene","PRAMEF30P"
"PRAMEF7",24998,"PRAME family member 7","PRAMEF7"
"PRAMEF25",24999,"PRAME family member 25","PRAMEF25"
"RPL31_12_703",25091,"ribosomal protein L31 pseudogene 28","RPL31P28"
"RPL31P28",25091,"ribosomal protein L31 pseudogene 28","RPL31P28"
"RPL31_13_704",25092,"ribosomal protein L31 pseudogene 33","RPL31P33"
"RPL31P33",25092,"ribosomal protein L31 pseudogene 33","RPL31P33"
"KRT18P50",25101,"keratin 18 pseudogene 50","KRT18P50"
"RPL31_17_813",25136,"ribosomal protein L31 pseudogene 38","RPL31P38"
"RPL31P38",25136,"ribosomal protein L31 pseudogene 38","RPL31P38"
"XRCC6P5",25162,"X-ray repair cross complementing 6 pseudogene 5","XRCC6P5"
"ST13P17",25193,"ST13, Hsp70 interacting protein pseudogene 17","ST13P17"
"DUXAP8",25411,"double homeobox A pseudogene 8","DUXAP8"
"CCDC157",25462,"coiled-coil domain containing 157","CCDC157"
"RPL39_7_406",25476,"ribosomal protein L39 pseudogene 5","RPL39P5"
"RPL39P5",25476,"ribosomal protein L39 pseudogene 5","RPL39P5"
"PRR5-ARHGAP8",25482,"PRR5-ARHGAP8 readthrough","PRR5-ARHGAP8"
"RPL36A_15_1127",25505,"ribosomal protein L36a pseudogene 40","RPL36AP40"
"RPL36AP40",25505,"ribosomal protein L36a pseudogene 40","RPL36AP40"
"Gig1",25676,"zinc finger protein 704","ZNF704"
"ZNF704",25676,"zinc finger protein 704","ZNF704"
"FKSG89",25680,"membrane bound O-acyltransferase domain containing 4","MBOAT4"
"GOAT",25680,"membrane bound O-acyltransferase domain containing 4","MBOAT4"
"OACT4",25680,"membrane bound O-acyltransferase domain containing 4","MBOAT4"
"MBOAT4",25680,"membrane bound O-acyltransferase domain containing 4","MBOAT4"
"RPL31P9",25706,"ribosomal protein L31 pseudogene 9","RPL31P9"
"RPL31_1_108",25750,"ribosomal protein L31 pseudogene 11","RPL31P11"
"RPL31P11",25750,"ribosomal protein L31 pseudogene 11","RPL31P11"
"ARL5AP4",25760,"ARL5A pseudogene 4","ARL5AP4"
"CRIP1P4",25769,"cysteine rich protein 1 pseudogene 4","CRIP1P4"
"RPL36A_12_1002",25775,"ribosomal protein L36a pseudogene 6","RPL36AP6"
"bA380I20.1",25775,"ribosomal protein L36a pseudogene 6","RPL36AP6"
"RPL36AP6",25775,"ribosomal protein L36a pseudogene 6","RPL36AP6"
"RPL31_11_842",25789,"ribosomal protein L31 pseudogene 39","RPL31P39"
"RPL31P39",25789,"ribosomal protein L31 pseudogene 39","RPL31P39"
"SLC25A1P5",25805,"solute carrier family 25 member 1 pseudogene 5","SLC25A1P5"
"RPL36A_13_923",25811,"ribosomal protein L36a pseudogene 31","RPL36AP31"
"RPL36AP31",25811,"ribosomal protein L36a pseudogene 31","RPL36AP31"
"KRT18P23",25830,"keratin 18 pseudogene 23","KRT18P23"
"RPL36_1_620",25847,"ribosomal protein L36 pseudogene 11","RPL36P11"
"RPL36P11",25847,"ribosomal protein L36 pseudogene 11","RPL36P11"
"FAM230B",25867,"family with sequence similarity 230 member B","FAM230B"
"RPL3_3_732",25888,"ribosomal protein L3 pseudogene 7","RPL3P7"
"RPL3P7",25888,"ribosomal protein L3 pseudogene 7","RPL3P7"
"TBC1D22A-AS1",25890,"TBC1D22A antisense RNA 1","TBC1D22A-AS1"
"ST13P21",25900,"ST13, Hsp70 interacting protein pseudogene 21","ST13P21"
"RPL36A_20_1424",25937,"ribosomal protein L36a pseudogene 8","RPL36AP8"
"RPL36AP8",25937,"ribosomal protein L36a pseudogene 8","RPL36AP8"
"ATF4C",25957,"activating transcription factor 4 pseudogene 3","ATF4P3"
"ATF4P3",25957,"activating transcription factor 4 pseudogene 3","ATF4P3"
"RPL36_4_490",25971,"ribosomal protein L36 pseudogene 8","RPL36P8"
"RPL36P8",25971,"ribosomal protein L36 pseudogene 8","RPL36P8"
"RPL3_2_568",25973,"ribosomal protein L3 pseudogene 6","RPL3P6"
"RPL3P6",25973,"ribosomal protein L3 pseudogene 6","RPL3P6"
"ST13P18",25991,"ST13, Hsp70 interacting protein pseudogene 18","ST13P18"
"KRT18P57",25995,"keratin 18 pseudogene 57","KRT18P57"
"RPL35_6_1759",26066,"ribosomal protein L35 pseudogene 8","RPL35P8"
"RPL35P8",26066,"ribosomal protein L35 pseudogene 8","RPL35P8"
"RPL31_14_719",26102,"ribosomal protein L31 pseudogene 32","RPL31P32"
"RPL31P32",26102,"ribosomal protein L31 pseudogene 32","RPL31P32"
"RPL32_6_1020",26151,"ribosomal protein L32 pseudogene 23","RPL32P23"
"RPL32P23",26151,"ribosomal protein L32 pseudogene 23","RPL32P23"
"KRT18P58",26155,"keratin 18 pseudogene 58","KRT18P58"
"BCR-1",26170,"BCR pseudogene 1","BCRP1"
"BCRP1",26170,"BCR pseudogene 1","BCRP1"
"SLC25A1P3",26195,"solute carrier family 25 member 1 pseudogene 3","SLC25A1P3"
"BCR3",26197,"BCR pseudogene 3","BCRP3"
"BCRL3",26197,"BCR pseudogene 3","BCRP3"
"BCRL6",26197,"BCR pseudogene 3","BCRP3"
"BCRP3",26197,"BCR pseudogene 3","BCRP3"
"C22orf41",26202,"synaptonemal complex central element protein 3","SYCE3"
"THEG2",26202,"synaptonemal complex central element protein 3","SYCE3"
"SYCE3",26202,"synaptonemal complex central element protein 3","SYCE3"
"UQCR10P1",26233,"UQCR10 pseudogene 1","UQCR10P1"
"RPL37A_3_1174",26241,"ribosomal protein L37a pseudogene 8","RPL37AP8"
"RPL37AP8",26241,"ribosomal protein L37a pseudogene 8","RPL37AP8"
"RPL39_9_576",26271,"ribosomal protein L39 pseudogene 21","RPL39P21"
"RPL39P21",26271,"ribosomal protein L39 pseudogene 21","RPL39P21"
"RPL31_14_1046",26276,"ribosomal protein L31 pseudogene 44","RPL31P44"
"RPL31P44",26276,"ribosomal protein L31 pseudogene 44","RPL31P44"
"NF1L4",26304,"neurofibromin 1 pseudogene 6","NF1P6"
"NF1L6",26304,"neurofibromin 1 pseudogene 6","NF1P6"
"NF1P6",26304,"neurofibromin 1 pseudogene 6","NF1P6"
"SLC9B1P4",26331,"solute carrier family 9 member B1 pseudogene 4","SLC9B1P4"
"ACTR3BP6",26332,"ACTR3B pseudogene 6","ACTR3BP6"
"RPL36A_13_1022",26340,"ribosomal protein L36a pseudogene 36","RPL36AP36"
"RPL36AP36",26340,"ribosomal protein L36a pseudogene 36","RPL36AP36"
"RPL32_8_807",26356,"ribosomal protein L32 pseudogene 18","RPL32P18"
"RPL32P18",26356,"ribosomal protein L32 pseudogene 18","RPL32P18"
"RPL32_14_1010",26377,"ribosomal protein L32 pseudogene 22","RPL32P22"
"RPL32P22",26377,"ribosomal protein L32 pseudogene 22","RPL32P22"
"SMPD4P1",26439,"sphingomyelin phosphodiesterase 4 pseudogene 1","SMPD4P1"
"MRPL40P1",26455,"mitochondrial ribosomal protein L40 pseudogene 1","MRPL40P1"
"TUBA3GP",26459,"tubulin alpha 3g pseudogene","TUBA3GP"
"PRAMEF36P",26460,"PRAME family member 36, pseudogene","PRAMEF36P"
"PRAMEF25",26463,"PRAME family member 26","PRAMEF26"
"PRAMEF26",26463,"PRAME family member 26","PRAMEF26"
"PRAMEF33P",26470,"PRAME family member 33","PRAMEF33"
"PRAMEF33",26470,"PRAME family member 33","PRAMEF33"
"PRAMEF19",26478,"PRAME family member 19","PRAMEF19"
"PRAMEF21",26482,"PRAME family member 20","PRAMEF20"
"PRAMEF20",26482,"PRAME family member 20","PRAMEF20"
"TMEM191C",26483,"transmembrane protein 191C","TMEM191C"
"ACRP1",26505,"ACR pseudogene 1","ACRP1"
"RPL31_25_1257",26528,"ribosomal protein L31 pseudogene 48","RPL31P48"
"RPL31P48",26528,"ribosomal protein L31 pseudogene 48","RPL31P48"
"RPL3_2_1372",26554,"ribosomal protein L3 pseudogene 3","RPL3P3"
"RPL3P3",26554,"ribosomal protein L3 pseudogene 3","RPL3P3"
"RPL31_21_1570",26604,"ribosomal protein L31 pseudogene 57","RPL31P57"
"RPL31P57",26604,"ribosomal protein L31 pseudogene 57","RPL31P57"
"C22orf45",26612,"ADORA2A antisense RNA 1","ADORA2A-AS1"
"ADORA2A-AS1",26612,"ADORA2A antisense RNA 1","ADORA2A-AS1"
"POM121L10P",26625,"POM121 transmembrane nucleoporin like 10, pseudogene","POM121L10P"
"CHEK2P2",26634,"CHEK2 pseudogene 2","CHEK2P2"
"RPL32_7_768",26636,"ribosomal protein L32 pseudogene 16","RPL32P16"
"RPL32P16",26636,"ribosomal protein L32 pseudogene 16","RPL32P16"
"RPL36A_23_1571",26650,"ribosomal protein L36a pseudogene 48","RPL36AP48"
"RPL36AP48",26650,"ribosomal protein L36a pseudogene 48","RPL36AP48"
"RPL32_10_878",26712,"ribosomal protein L32 pseudogene 19","RPL32P19"
"RPL32P19",26712,"ribosomal protein L32 pseudogene 19","RPL32P19"
"CNN2P1",26719,"calponin 2 pseudogene 1","CNN2P1"
"RPL3_4_835",26762,"ribosomal protein L3 pseudogene 8","RPL3P8"
"RPL3P8",26762,"ribosomal protein L3 pseudogene 8","RPL3P8"
"CNN2P10",26784,"calponin 2 pseudogene 10","CNN2P10"
"RPL35_1_683",26807,"ribosomal protein L35 pseudogene 2","RPL35P2"
"RPL35P2",26807,"ribosomal protein L35 pseudogene 2","RPL35P2"
"RPL31_18_839",26812,"ribosomal protein L31 pseudogene 37","RPL31P37"
"RPL31P37",26812,"ribosomal protein L31 pseudogene 37","RPL31P37"
"FAM227A",26829,"family with sequence similarity 227 member A","FAM227A"
"RPL7_21_1751",26846,"ribosomal protein L7 pseudogene 52","RPL7P52"
"RPL7P52",26846,"ribosomal protein L7 pseudogene 52","RPL7P52"
"RPL39_5_239",26925,"ribosomal protein L39 pseudogene 15","RPL39P15"
"RPL39P15",26925,"ribosomal protein L39 pseudogene 15","RPL39P15"
"RPL37_8_1665",26960,"ribosomal protein L37 pseudogene 23","RPL37P23"
"RPL37P23",26960,"ribosomal protein L37 pseudogene 23","RPL37P23"
"LL22NC03-63E9.3",26970,"uncharacterized LOC648691","LL22NC03-63E9.3"
"BCRL5",26981,"BCR pseudogene 5","BCRP5"
"BCRP5",26981,"BCR pseudogene 5","BCRP5"
"PRAMEF24P",26988,"PRAME N-terminal like, pseudogene","PRAMENP"
"PRAMEL",26988,"PRAME N-terminal like, pseudogene","PRAMENP"
"PRAMENP",26988,"PRAME N-terminal like, pseudogene","PRAMENP"
"CES5AP1",26991,"carboxylesterase 5A pseudogene 1","CES5AP1"
"RPL36A_25_1638",26993,"ribosomal protein L36a pseudogene 51","RPL36AP51"
"RPL36AP51",26993,"ribosomal protein L36a pseudogene 51","RPL36AP51"
"PRAMEF34P",26994,"PRAME family member 34, pseudogene","PRAMEF34P"
"PRAMEF32P",27010,"PRAME family member 32, pseudogene","PRAMEF32P"
"RPL34_11_1303",27027,"ribosomal protein L34 pseudogene 27","RPL34P27"
"RPL34P27",27027,"ribosomal protein L34 pseudogene 27","RPL34P27"
"GAPDHP37",27029,"glyceraldehyde 3 phosphate dehydrogenase pseudogene 37","GAPDHP37"
"RPL36_7_1657",27034,"ribosomal protein L36 pseudogene 16","RPL36P16"
"RPL36P16",27034,"ribosomal protein L36 pseudogene 16","RPL36P16"
"RPL35A_10_973",27066,"ribosomal protein L35a pseudogene 2","RPL35AP2"
"bA571F15.2",27066,"ribosomal protein L35a pseudogene 2","RPL35AP2"
"RPL35AP2",27066,"ribosomal protein L35a pseudogene 2","RPL35AP2"
"DGCR15",27106,"family with sequence similarity 230 member A","FAM230A"
"FAM230A",27106,"family with sequence similarity 230 member A","FAM230A"
"GGT",27173,"gamma-glutamyltransferase light chain 5 pseudogene","GGTLC5P"
"GGTLC5P",27173,"gamma-glutamyltransferase light chain 5 pseudogene","GGTLC5P"
"PRAMEF3L",27176,"PRAME family member 22","PRAMEF22"
"PRAMEF22",27176,"PRAME family member 22","PRAMEF22"
"PRAMEF15",27177,"PRAME family member 15","PRAMEF15"
"MBD3L4",27186,"methyl-CpG binding domain protein 3 like 4","MBD3L4"
"MBD3L3",27187,"methyl-CpG binding domain protein 3 like 3","MBD3L3"
"GSTT2P",27193,"glutathione S-transferase theta 2B","GSTT2B"
"GSTT2B",27193,"glutathione S-transferase theta 2B","GSTT2B"
"RPL31_4_330",27203,"ribosomal protein L31 pseudogene 17","RPL31P17"
"RPL31P17",27203,"ribosomal protein L31 pseudogene 17","RPL31P17"
"RPL37_12_1377",27231,"ribosomal protein L37 pseudogene 5","RPL37P5"
"RPL37P5",27231,"ribosomal protein L37 pseudogene 5","RPL37P5"
"HsT19508",27240,"ribosomal protein L31 pseudogene 6","RPL31P6"
"RPL31_30_1462",27240,"ribosomal protein L31 pseudogene 6","RPL31P6"
"RPL31P6",27240,"ribosomal protein L31 pseudogene 6","RPL31P6"
"HsT20607",27241,"ribosomal protein L32 pseudogene 2","RPL32P2"
"RPL32_9_1423",27241,"ribosomal protein L32 pseudogene 2","RPL32P2"
"RPL32P2",27241,"ribosomal protein L32 pseudogene 2","RPL32P2"
"RPL31_22_1578",27243,"ribosomal protein L31 pseudogene 7","RPL31P7"
